Case ID,Activity,Complete Timestamp
1-517399487,Completed-Closed,07:41.0
1-517490964,Completed-Closed,24:48.0
1-517490964,Accepted-Assigned,17:14.0
1-517490964,Accepted-In Progress,21:43.0
1-517490964,Queued-Awaiting Assignment,04:07.0
1-517490964,Accepted-In Progress,00:31.0
1-517490964,Accepted-In Progress,17:08.0
1-517828743,Accepted-In Progress,16:21.0
1-517828743,Queued-Awaiting Assignment,54:06.0
1-517828743,Accepted-In Progress,19:38.0
1-517828743,Accepted-Assigned,19:46.0
1-517828743,Accepted-In Progress,58:22.0
1-517828743,Completed-Closed,58:41.0
1-518362551,Accepted-Assigned,46:02.0
1-518362551,Accepted-In Progress,27:01.0
1-518362551,Completed-Closed,27:18.0
1-518362551,Accepted-In Progress,45:54.0
1-518362551,Accepted-In Progress,09:38.0
1-518362551,Queued-Awaiting Assignment,14:20.0
1-519020627,Accepted-In Progress,22:30.0
1-519020627,Completed-Closed,18:29.0
1-519054737,Accepted-In Progress,59:00.0
1-519054737,Accepted-In Progress,52:11.0
1-519054737,Accepted-In Progress,51:19.0
1-519054737,Accepted-Wait,42:28.0
1-519054737,Completed-Closed,41:33.0
1-519065883,Accepted-In Progress,37:02.0
1-519065883,Queued-Awaiting Assignment,38:15.0
1-519065883,Completed-Closed,18:02.0
1-519065883,Queued-Awaiting Assignment,02:37.0
1-519065883,Accepted-In Progress,17:23.0
1-519065883,Accepted-In Progress,36:38.0
1-519065883,Accepted-In Progress,00:48.0
1-519065883,Accepted-In Progress,08:13.0
1-519065883,Accepted-Wait,48:10.0
1-519085985,Accepted-Assigned,19:25.0
1-519085985,Completed-Closed,48:29.0
1-519085985,Queued-Awaiting Assignment,42:30.0
1-519085985,Accepted-In Progress,47:09.0
1-519085985,Accepted-In Progress,19:11.0
1-519085985,Accepted-Wait,28:55.0
1-519085985,Queued-Awaiting Assignment,21:54.0
1-519085985,Accepted-Assigned,42:02.0
1-519085985,Accepted-In Progress,42:45.0
1-519085985,Accepted-In Progress,18:07.0
1-519085985,Queued-Awaiting Assignment,39:46.0
1-519085985,Accepted-Assigned,44:07.0
1-519085985,Accepted-Assigned,42:52.0
1-519147007,Accepted-In Progress,37:01.0
1-519147007,Completed-Closed,31:01.0
1-519147007,Accepted-In Progress,02:07.0
1-519147007,Queued-Awaiting Assignment,28:45.0
1-519167681,Completed-Closed,29:38.0
1-519167681,Accepted-In Progress,05:46.0
1-519167681,Completed-Closed,49:50.0
1-519167681,Accepted-In Progress,49:15.0
1-519167681,Completed-Closed,04:39.0
1-519167681,Accepted-Wait,18:33.0
1-519167681,Accepted-Assigned,48:08.0
1-519167681,Accepted-In Progress,18:09.0
1-519167681,Queued-Awaiting Assignment,51:34.0
1-519167681,Accepted-In Progress,29:33.0
1-519167681,Accepted-In Progress,45:21.0
1-519167681,Accepted-In Progress,10:15.0
1-519167681,Accepted-In Progress,59:22.0
1-519167681,Accepted-Wait,29:16.0
1-519167681,Accepted-Wait,11:51.0
1-519167681,Accepted-In Progress,35:46.0
1-519167681,Queued-Awaiting Assignment,24:07.0
1-519167681,Accepted-In Progress,03:49.0
1-519167681,Queued-Awaiting Assignment,47:28.0
1-519386144,Accepted-In Progress,37:44.0
1-519386144,Completed-Closed,44:59.0
1-520127960,Accepted-In Progress,46:33.0
1-520127960,Accepted-Assigned,48:34.0
1-520127960,Completed-Closed,31:40.0
1-520234084,Accepted-Assigned,27:18.0
1-520234084,Accepted-In Progress,00:27.0
1-520234084,Completed-Closed,00:57.0
1-520234084,Accepted-In Progress,27:12.0
1-520234084,Accepted-In Progress,18:25.0
1-520234084,Queued-Awaiting Assignment,19:30.0
1-520705880,Accepted-In Progress,44:41.0
1-520705880,Accepted-Wait,56:41.0
1-520705880,Completed-Closed,18:46.0
1-521122392,Accepted-In Progress,25:14.0
1-521122392,Accepted-Assigned,55:30.0
1-521122392,Completed-Closed,28:23.0
1-521122392,Accepted-In Progress,55:20.0
1-521122392,Queued-Awaiting Assignment,31:57.0
1-521122392,Accepted-In Progress,24:33.0
1-521431857,Accepted-In Progress,56:57.0
1-521431857,Accepted-Assigned,59:26.0
1-521431857,Completed-Closed,01:30.0
1-521431857,Accepted-In Progress,59:18.0
1-521431857,Queued-Awaiting Assignment,54:58.0
1-521431857,Accepted-In Progress,49:58.0
1-521555370,Accepted-In Progress,48:40.0
1-521555370,Completed-Closed,11:09.0
1-521628291,Accepted-In Progress,29:42.0
1-521628291,Completed-Closed,02:34.0
1-522222222,Accepted-In Progress,45:31.0
1-522222222,Completed-Closed,31:45.0
1-522460624,Accepted-In Progress,29:33.0
1-522460624,Queued-Awaiting Assignment,31:51.0
1-522460624,Accepted-In Progress,49:53.0
1-522460624,Accepted-Assigned,50:05.0
1-522460624,Accepted-Wait,31:45.0
1-522460624,Completed-Closed,32:11.0
1-522734472,Accepted-In Progress,35:55.0
1-522734472,Accepted-Assigned,46:17.0
1-522734472,Completed-Closed,37:18.0
1-522734472,Queued-Awaiting Assignment,16:39.0
1-522734472,Accepted-In Progress,14:07.0
1-522734472,Accepted-In Progress,46:05.0
1-522949376,Accepted-In Progress,53:03.0
1-522949376,Queued-Awaiting Assignment,42:40.0
1-522949376,Accepted-Assigned,57:40.0
1-522949376,Accepted-Wait,03:17.0
1-522949376,Accepted-In Progress,02:52.0
1-522949376,Accepted-Wait,14:56.0
1-522949376,Completed-Closed,34:26.0
1-523027945,Accepted-In Progress,57:47.0
1-523027945,Accepted-In Progress,54:18.0
1-523027945,Completed-Closed,55:34.0
1-523069229,Accepted-In Progress,57:51.0
1-523069229,Accepted-In Progress,08:09.0
1-523069229,Accepted-In Progress,54:45.0
1-523069229,Completed-Closed,54:47.0
1-523311541,Completed-Closed,00:04.0
1-523311541,Accepted-In Progress,54:07.0
1-523311541,Accepted-Assigned,23:27.0
1-523311541,Accepted-In Progress,22:56.0
1-523311541,Accepted-In Progress,25:29.0
1-523311541,Queued-Awaiting Assignment,06:48.0
1-523361887,Accepted-In Progress,59:01.0
1-523361887,Queued-Awaiting Assignment,11:39.0
1-523361887,Accepted-In Progress,04:03.0
1-523361887,Accepted-Assigned,04:09.0
1-523361887,Accepted-In Progress,23:53.0
1-523361887,Completed-Closed,25:20.0
1-523392191,Accepted-In Progress,27:07.0
1-523392191,Accepted-Assigned,01:21.0
1-523392191,Completed-Closed,27:34.0
1-523392191,Accepted-In Progress,01:15.0
1-523392191,Queued-Awaiting Assignment,30:57.0
1-523392191,Accepted-In Progress,28:19.0
1-523637826,Accepted-In Progress,18:49.0
1-523637826,Completed-Closed,40:19.0
1-524169663,Accepted-Wait,32:45.0
1-524169663,Accepted-Assigned,39:46.0
1-524169663,Completed-Closed,35:20.0
1-524169663,Accepted-In Progress,39:36.0
1-524169663,Accepted-Wait,58:09.0
1-524169663,Queued-Awaiting Assignment,56:50.0
1-524169663,Accepted-In Progress,23:45.0
1-524169663,Queued-Awaiting Assignment,02:06.0
1-524169663,Accepted-In Progress,50:50.0
1-524169663,Accepted-In Progress,29:28.0
1-524328647,Accepted-In Progress,56:45.0
1-524328647,Completed-Closed,32:02.0
1-524356958,Accepted-In Progress,37:04.0
1-524356958,Accepted-Wait,37:21.0
1-524356958,Accepted-Wait,20:55.0
1-524356958,Completed-Closed,28:28.0
1-524375607,Accepted-In Progress,44:51.0
1-524375607,Completed-Closed,19:54.0
1-524375607,Accepted-Assigned,03:00.0
1-524375607,Accepted-Assigned,25:34.0
1-524375607,Accepted-Assigned,38:35.0
1-525132931,Accepted-In Progress,42:03.0
1-525132931,Accepted-In Progress,43:50.0
1-525132931,Accepted-Assigned,15:20.0
1-525132931,Accepted-In Progress,16:51.0
1-525132931,Completed-Closed,14:28.0
1-525447561,Accepted-In Progress,02:23.0
1-525447561,Accepted-Wait,02:48.0
1-525447561,Accepted-Assigned,28:53.0
1-525447561,Accepted-In Progress,47:42.0
1-525447561,Completed-Closed,47:57.0
1-525477138,Completed-Closed,29:51.0
1-525477138,Accepted-In Progress,10:04.0
1-525477138,Accepted-In Progress,29:31.0
1-525489753,Accepted-In Progress,14:59.0
1-525489753,Queued-Awaiting Assignment,21:52.0
1-525489753,Accepted-In Progress,15:26.0
1-525489753,Accepted-Assigned,15:33.0
1-525489753,Accepted-In Progress,20:01.0
1-525489753,Completed-Closed,20:56.0
1-525589021,Accepted-In Progress,23:13.0
1-525589021,Completed-Closed,40:02.0
1-526037041,Accepted-In Progress,09:56.0
1-526037041,Completed-Closed,50:06.0
1-526344555,Accepted-In Progress,53:30.0
1-526344555,Completed-Closed,55:33.0
1-526344555,Accepted-Assigned,37:27.0
1-526344555,Accepted-In Progress,37:22.0
1-526344555,Queued-Awaiting Assignment,04:18.0
1-526344555,Accepted-In Progress,53:00.0
1-526369142,Accepted-In Progress,37:22.0
1-526369142,Accepted-In Progress,34:34.0
1-526369142,Completed-Closed,34:36.0
1-526414477,Accepted-In Progress,17:31.0
1-526414477,Queued-Awaiting Assignment,18:07.0
1-526414477,Accepted-In Progress,28:54.0
1-526414477,Accepted-Assigned,29:06.0
1-526414477,Accepted-In Progress,22:29.0
1-526414477,Completed-Closed,23:30.0
1-526414833,Completed-Closed,50:52.0
1-526414833,Accepted-In Progress,49:32.0
1-526414833,Accepted-Assigned,34:13.0
1-526414833,Accepted-In Progress,18:40.0
1-526414833,Queued-Awaiting Assignment,19:50.0
1-526414833,Accepted-In Progress,34:07.0
1-526647987,Accepted-In Progress,46:34.0
1-526647987,Accepted-In Progress,20:44.0
1-526647987,Completed-Closed,20:52.0
1-527208576,Accepted-In Progress,28:42.0
1-527208576,Accepted-Wait,59:32.0
1-527208576,Completed-Closed,43:06.0
1-527928641,Accepted-Wait,21:24.0
1-527928641,Completed-Closed,34:53.0
1-527928641,Accepted-In Progress,57:39.0
1-528251011,Accepted-In Progress,28:27.0
1-528251011,Queued-Awaiting Assignment,09:34.0
1-528251011,Accepted-In Progress,25:53.0
1-528251011,Accepted-Wait,54:14.0
1-528251011,Completed-Closed,45:24.0
1-528332261,Accepted-In Progress,00:25.0
1-528332261,Accepted-Assigned,45:12.0
1-528332261,Accepted-Assigned,22:55.0
1-528332261,Accepted-In Progress,49:13.0
1-528332261,Completed-Closed,49:31.0
1-528716762,Completed-Closed,58:52.0
1-528716762,Accepted-In Progress,58:05.0
1-528716762,Accepted-Wait,25:44.0
1-528716762,Accepted-In Progress,21:09.0
1-528755863,Accepted-In Progress,45:52.0
1-528755863,Accepted-In Progress,58:42.0
1-528755863,Completed-Closed,00:12.0
1-529091253,Accepted-In Progress,01:58.0
1-529091253,Accepted-In Progress,04:24.0
1-529091253,Completed-Closed,05:26.0
1-529091311,Accepted-In Progress,05:47.0
1-529091311,Accepted-In Progress,06:03.0
1-529091311,Completed-Closed,06:48.0
1-529471141,Accepted-Wait,13:49.0
1-529471141,Queued-Awaiting Assignment,24:20.0
1-529471141,Accepted-In Progress,42:22.0
1-529471141,Accepted-In Progress,36:34.0
1-529471141,Completed-Closed,50:44.0
1-530147896,Queued-Awaiting Assignment,22:02.0
1-530147896,Accepted-Assigned,22:26.0
1-530147896,Accepted-In Progress,21:19.0
1-530147896,Queued-Awaiting Assignment,29:03.0
1-530147896,Accepted-In Progress,20:07.0
1-530147896,Completed-Closed,52:46.0
1-530147896,Accepted-Assigned,58:40.0
1-530147896,Accepted-In Progress,58:34.0
1-530147896,Queued-Awaiting Assignment,20:06.0
1-530147896,Accepted-Assigned,21:39.0
1-530147896,Accepted-In Progress,51:10.0
1-530539767,Accepted-In Progress,02:03.0
1-530539767,Queued-Awaiting Assignment,07:09.0
1-530539767,Accepted-In Progress,53:21.0
1-530539767,Accepted-Assigned,55:06.0
1-530539767,Accepted-In Progress,11:51.0
1-530539767,Completed-Closed,13:04.0
1-530568802,Accepted-Assigned,22:36.0
1-530568802,Accepted-In Progress,38:53.0
1-530568802,Completed-Closed,46:35.0
1-530568802,Accepted-In Progress,23:29.0
1-530568802,Accepted-In Progress,19:56.0
1-530568802,Queued-Awaiting Assignment,41:27.0
1-530568802,Accepted-Assigned,29:59.0
1-530568802,Accepted-In Progress,50:10.0
1-530568802,Queued-Awaiting Assignment,14:18.0
1-530568802,Queued-Awaiting Assignment,33:06.0
1-530568802,Accepted-In Progress,29:51.0
1-530568802,Accepted-In Progress,12:29.0
1-530568802,Accepted-Assigned,52:31.0
1-531435394,Accepted-In Progress,12:34.0
1-531435394,Accepted-Wait,26:36.0
1-531435394,Completed-Closed,50:50.0
1-531872604,Accepted-In Progress,21:06.0
1-531872604,Accepted-Assigned,27:59.0
1-531872604,Accepted-Assigned,00:09.0
1-531872604,Accepted-In Progress,58:02.0
1-531872604,Accepted-In Progress,58:40.0
1-531872604,Queued-Awaiting Assignment,19:59.0
1-531872604,Accepted-Wait,12:31.0
1-531872604,Accepted-In Progress,28:00.0
1-531872604,Completed-Closed,35:57.0
1-532038065,Accepted-In Progress,44:43.0
1-532038065,Accepted-Wait,46:39.0
1-532038065,Accepted-In Progress,23:37.0
1-532038065,Completed-Closed,21:34.0
1-532084405,Queued-Awaiting Assignment,33:07.0
1-532084405,Accepted-In Progress,12:36.0
1-532084405,Accepted-Assigned,15:38.0
1-532084405,Accepted-In Progress,16:22.0
1-532084405,Completed-Closed,17:44.0
1-532084405,Accepted-In Progress,27:25.0
1-532544114,Accepted-In Progress,15:58.0
1-532544114,Completed-Closed,16:22.0
1-532544114,Accepted-In Progress,34:52.0
1-532816930,Accepted-In Progress,33:05.0
1-532816930,Accepted-In Progress,34:10.0
1-532816930,Completed-Closed,29:29.0
1-533449912,Accepted-In Progress,56:53.0
1-533449912,Queued-Awaiting Assignment,03:42.0
1-533449912,Accepted-In Progress,08:13.0
1-533449912,Accepted-Assigned,09:31.0
1-533449912,Accepted-In Progress,08:15.0
1-533449912,Completed-Closed,08:58.0
1-533851634,Queued-Awaiting Assignment,16:38.0
1-533851634,Completed-Closed,31:56.0
1-533851634,Accepted-In Progress,28:50.0
1-533851634,Accepted-In Progress,13:35.0
1-533851634,Accepted-In Progress,23:33.0
1-533851634,Accepted-Assigned,25:44.0
1-534020390,Accepted-In Progress,46:53.0
1-534020390,Accepted-In Progress,36:16.0
1-534020390,Accepted-In Progress,37:03.0
1-534020390,Accepted-Assigned,41:53.0
1-534020390,Completed-Closed,48:43.0
1-534493180,Completed-Closed,52:00.0
1-534493180,Accepted-Wait,25:53.0
1-534493180,Accepted-Assigned,28:48.0
1-534493180,Accepted-Assigned,25:34.0
1-534493180,Accepted-In Progress,24:42.0
1-534702904,Accepted-In Progress,36:51.0
1-534702904,Accepted-In Progress,01:52.0
1-534702904,Completed-Closed,35:00.0
1-535052125,Accepted-In Progress,34:38.0
1-535052125,Queued-Awaiting Assignment,48:48.0
1-535052125,Completed-Closed,15:49.0
1-535052125,Accepted-In Progress,13:47.0
1-535052125,Accepted-Assigned,16:19.0
1-535052125,Accepted-In Progress,42:24.0
1-535052125,Queued-Awaiting Assignment,40:59.0
1-535052125,Queued-Awaiting Assignment,18:48.0
1-535052125,Accepted-In Progress,53:29.0
1-535052125,Accepted-Wait,40:35.0
1-535052125,Accepted-In Progress,01:18.0
1-535052125,Accepted-In Progress,34:19.0
1-535052125,Queued-Awaiting Assignment,16:17.0
1-535052125,Accepted-In Progress,15:06.0
1-535233659,Accepted-In Progress,09:17.0
1-535233659,Accepted-Assigned,38:54.0
1-535233659,Completed-Closed,10:08.0
1-535233659,Queued-Awaiting Assignment,31:39.0
1-535233659,Accepted-In Progress,30:19.0
1-535233659,Accepted-In Progress,33:31.0
1-535393553,Accepted-In Progress,47:26.0
1-535393553,Completed-Closed,45:27.0
1-535418135,Accepted-In Progress,01:27.0
1-535418135,Accepted-Wait,22:47.0
1-535418135,Accepted-Wait,24:26.0
1-535418135,Accepted-In Progress,23:31.0
1-535418135,Completed-Closed,25:35.0
1-535439201,Accepted-In Progress,23:47.0
1-535439201,Accepted-Wait,44:50.0
1-535439201,Completed-Closed,16:48.0
1-535813109,Completed-Closed,57:21.0
1-535813109,Accepted-In Progress,24:31.0
1-535813203,Accepted-In Progress,29:01.0
1-535813203,Completed-Closed,41:01.0
1-535813236,Accepted-In Progress,31:28.0
1-535813236,Completed-Closed,41:14.0
1-535813278,Accepted-In Progress,34:30.0
1-535813278,Completed-Closed,58:00.0
1-535813300,Accepted-In Progress,48:28.0
1-535813300,Completed-Closed,58:43.0
1-535813432,Accepted-In Progress,50:21.0
1-535813432,Completed-Closed,59:05.0
1-535813517,Accepted-In Progress,08:40.0
1-535813517,Completed-Closed,59:36.0
1-535813813,Completed-Closed,00:05.0
1-535813813,Accepted-In Progress,00:23.0
1-536299706,Accepted-In Progress,40:26.0
1-536299706,Accepted-In Progress,04:57.0
1-536299706,Accepted-Assigned,54:53.0
1-536299706,Accepted-In Progress,54:29.0
1-536299706,Queued-Awaiting Assignment,35:03.0
1-536299706,Queued-Awaiting Assignment,35:02.0
1-536299706,Completed-Closed,40:27.0
1-536299706,Accepted-Assigned,11:55.0
1-536299706,Queued-Awaiting Assignment,10:43.0
1-536299706,Accepted-Assigned,06:02.0
1-536299706,Accepted-In Progress,05:57.0
1-536299706,Queued-Awaiting Assignment,05:33.0
1-536299706,Accepted-In Progress,20:42.0
1-536904633,Accepted-In Progress,07:20.0
1-536904633,Completed-Closed,45:51.0
1-537169872,Accepted-In Progress,05:28.0
1-537169872,Queued-Awaiting Assignment,05:33.0
1-537169872,Accepted-Assigned,57:26.0
1-537169872,Queued-Awaiting Assignment,14:45.0
1-537169872,Accepted-Assigned,28:19.0
1-537169872,Accepted-In Progress,45:16.0
1-537169872,Completed-Closed,48:33.0
1-537311033,Queued-Awaiting Assignment,57:00.0
1-537311033,Accepted-In Progress,31:54.0
1-537311033,Completed-Closed,18:10.0
1-537601770,Accepted-In Progress,27:35.0
1-537601770,Accepted-Wait,27:27.0
1-537601770,Completed-Closed,05:06.0
1-537601770,Queued-Awaiting Assignment,04:39.0
1-537601770,Accepted-In Progress,44:22.0
1-537902763,Accepted-In Progress,35:50.0
1-537902763,Completed-Closed,46:25.0
1-537984625,Accepted-In Progress,08:27.0
1-537984625,Queued-Awaiting Assignment,49:37.0
1-537984625,Accepted-In Progress,44:54.0
1-537984625,Completed-Closed,46:50.0
1-538109148,Accepted-Assigned,58:58.0
1-538109148,Accepted-Assigned,33:56.0
1-538109148,Accepted-In Progress,50:49.0
1-538109148,Completed-Closed,39:21.0
1-538109148,Accepted-Assigned,33:12.0
1-538109148,Accepted-In Progress,02:20.0
1-538109148,Accepted-In Progress,39:10.0
1-538226806,Accepted-In Progress,02:18.0
1-538226806,Completed-Closed,13:56.0
1-538297321,Accepted-Assigned,28:18.0
1-538297321,Queued-Awaiting Assignment,30:28.0
1-538297321,Accepted-In Progress,57:42.0
1-538297321,Accepted-Assigned,32:51.0
1-538297321,Accepted-In Progress,59:49.0
1-538297321,Completed-Closed,00:18.0
1-538411483,Completed-Closed,58:49.0
1-538411483,Accepted-Wait,57:43.0
1-538411483,Accepted-In Progress,48:55.0
1-538411483,Accepted-Wait,56:50.0
1-538467021,Accepted-In Progress,15:10.0
1-538467021,Queued-Awaiting Assignment,18:22.0
1-538467021,Accepted-Assigned,29:46.0
1-538467021,Accepted-In Progress,46:19.0
1-538467021,Completed-Closed,48:24.0
1-539000895,Accepted-In Progress,24:39.0
1-539000895,Completed-Closed,57:12.0
1-539083171,Accepted-Assigned,33:28.0
1-539083171,Completed-Closed,00:04.0
1-539083171,Accepted-In Progress,33:46.0
1-539633138,Completed-Closed,01:52.0
1-539633138,Accepted-In Progress,00:29.0
1-539633138,Accepted-Assigned,09:59.0
1-539633138,Accepted-In Progress,08:36.0
1-539633138,Accepted-In Progress,43:33.0
1-539633138,Queued-Awaiting Assignment,50:07.0
1-539752329,Completed-Closed,32:34.0
1-539752329,Accepted-In Progress,06:28.0
1-539752329,Accepted-Wait,19:04.0
1-539752329,Accepted-In Progress,31:39.0
1-539805130,Completed-Closed,13:43.0
1-539805130,Accepted-In Progress,45:46.0
1-539805130,Accepted-Wait,28:16.0
1-540408651,Completed-Closed,43:14.0
1-540408651,Accepted-In Progress,40:05.0
1-540408651,Accepted-Assigned,10:18.0
1-540408651,Accepted-In Progress,07:04.0
1-540408651,Queued-Awaiting Assignment,07:58.0
1-540408651,Accepted-In Progress,10:03.0
1-540500545,Accepted-In Progress,45:54.0
1-540500545,Accepted-Wait,18:10.0
